UserId,TotalCompetitions,TotalSubmissions,UserPoints,UserPointsMultiplier
41031,1,57,7412.296861,7412.296861
41040,3,245,2658.586478,1836.033061
41041,1,22,1917.957067,1.92E-13
41050,1,3,1183.762147,1183.762147
41056,2,14,8171.761792,2843.646329
41060,1,21,10841.44162,10841.44162
41067,3,37,5533.341822,5533.341822
41068,1,8,5502.108663,0
41069,1,8,898.6040357,224.6510089
41082,1,12,1007.55026,251.887565
41083,1,4,819.4388869,819.4388869
41084,1,3,460.0969588,460.0969588
41086,1,3,338.526754,338.526754
41090,1,18,829.3726784,829.3726784
41096,7,332,34630.91075,29181.71461
41100,1,2,1121.445463,1121.445463
41102,1,39,739.8316405,739.8316405
41106,1,1,1681.516376,1681.516376
41107,1,189,690.6184109,690.6184109
41113,1,106,520.0686204,520.0686204
41122,3,23,2485.145809,2485.145809
41127,1,2,706.0710163,176.5177541
41129,18,542,23078.47939,21080.06966
41135,2,8,925.4589396,925.4589396
41136,1,2,546.0129253,546.0129253
41139,1,2,706.0710163,176.5177541
41141,1,1,379.7958174,0
41152,1,5,1102.806144,1102.806144
41153,1,6,1107.397986,1107.397986
41155,1,6,1155.90307,1155.90307
41156,1,2,660.4082916,660.4082916
41158,1,7,4256.316175,1064.079044
41164,1,1,661.3852582,165.3463146
41167,2,8,2378.289919,594.5724798
41172,1,15,3220.861248,805.215312
41174,5,27,8881.236427,5569.609898
41179,1,5,3223.179879,3223.179879
41180,1,39,739.8316405,739.8316405
41181,5,194,96629.74601,96629.74601
41182,1,5,3223.179879,3223.179879
41183,1,8,2663.189183,2663.189183
41189,2,23,2151.430536,2151.430536
41198,1,5,467.3179322,467.3179322
41204,1,1,348.7718581,348.7718581
41212,2,21,4445.267728,3580.302134
41214,2,3,2486.098577,925.9344709
41216,1,34,420.8841104,420.8841104
41221,1,11,1630.737717,1630.737717
41223,1,11,1630.737717,1630.737717
41226,1,3,1260.934306,315.2335766
41228,1,4,2827.962185,2827.962185
41229,4,61,12322.60042,10654.13094
41234,1,10,5099.253729,0
41235,1,1,164.8935446,164.8935446
41241,1,3,194.3411532,194.3411532
41248,3,21,18477.75599,16452.54088
41252,1,17,6706.021748,1676.505437
41253,2,15,2137.35825,817.6200965
41254,8,32,14701.34631,10414.43836
41256,1,1,1548.251475,1548.251475
41266,2,9,5036.707927,1844.470796
41271,4,17,6690.35204,6690.35204
41272,1,12,1007.55026,251.887565
41273,1,14,1350.542756,337.635689
41275,12,594,197507.0866,192207.8621
41282,1,2,706.0710163,176.5177541
41285,1,1,460.3502775,460.3502775
41288,6,127,2901.576477,2901.576477
41293,7,72,6227.595144,3174.272703
41294,2,32,1950.135462,1301.054623
41295,3,81,7871.787002,6206.413298
41296,1,7,1724.504144,431.126036
41306,1,35,283.6133261,283.6133261
41308,1,14,4126.729736,4126.729736
41311,1,9,327.571337,327.571337
41312,1,6,1545.50551,386.3763775
41320,1,2,1825.147943,456.2869858
41323,1,70,620.3462842,620.3462842
41327,2,6,937.2631311,937.2631311
41331,3,32,1725.806399,813.1866578
41333,1,70,620.3462842,620.3462842
41338,4,136,18652.14306,14669.26379
41339,1,4,297.3916649,297.3916649
41340,1,2,324.9616391,324.9616391
41341,1,16,1679.734715,419.9336788
41342,1,2,324.9616391,324.9616391
41343,1,7,1724.504144,431.126036
41348,1,1,661.3852582,165.3463146
41349,1,7,1707.868327,426.9670817
41351,1,7,4256.316175,1064.079044
41354,1,1,395.551261,395.551261
41356,1,7,1707.868327,426.9670817
41359,1,17,4089.059112,1022.264778
41360,1,5,1222.913912,305.728478
41361,1,5,1222.913912,305.728478
41362,1,5,1222.913912,305.728478
41363,2,36,3542.476888,885.619222
41366,1,7,970.70888,970.70888
41367,4,54,19086.30497,9319.149828
41369,1,16,784.7210011,196.1802503
41371,3,46,2905.538751,726.3846876
41373,1,8,1215.374905,1215.374905
41374,1,2,1825.147943,456.2869858
41376,1,35,283.6133261,283.6133261
41378,1,16,1679.734715,419.9336788
41379,2,8,1734.536402,248.3025026
41380,1,16,1679.734715,419.9336788
41381,1,9,1564.575457,391.1438642
41384,1,3,1601.984325,400.4960811
41388,1,11,1904.340601,476.0851503
41390,1,2,2171.334368,542.833592
41394,1,10,1098.043859,1098.043859
41399,1,2,1534.760363,383.6900907
41401,1,1,1513.783883,378.4459708
41402,1,3,1153.287459,288.3218647
41403,1,3,1153.287459,288.3218647
41405,1,36,5571.955466,0
41407,1,7,1724.504144,431.126036
41408,1,8,1767.854108,441.9635269
41412,1,2,2272.340508,568.085127
41413,1,6,1077.76362,269.4409049
41414,1,10,647.4088411,647.4088411
41422,1,14,1350.542756,337.635689
41426,1,2,352.4683059,352.4683059
41430,1,10,1226.361736,1226.361736
41433,1,2,171.8376256,0
41441,3,29,6264.995468,3464.181913
41444,1,11,3251.90902,812.977255
41451,1,9,1564.575457,391.1438642
41453,1,1,1774.45866,443.6146651
41457,2,6,12474.39165,11045.57328
41465,1,3,370.2049901,370.2049901
41471,7,222,4615.177186,4615.177186
41474,11,88,36996.19061,30413.20091
41475,15,254,15986.14964,11771.57632
41476,1,5,3232.68507,808.1712676
41478,2,21,1106.732606,1106.732606
41483,1,7,244.5274594,244.5274594
41494,2,8,1466.795045,1466.795045
41504,2,13,2092.89922,1418.946193
41508,1,7,1850.915068,462.728767
41509,1,12,1007.55026,251.887565
41510,1,7,1850.915068,462.728767
41517,1,2,922.3017248,922.3017248
41521,2,25,5880.688236,4091.911176
41525,1,6,2864.408789,716.1021972
41531,1,23,255.3036033,255.3036033
41534,1,7,1169.583713,1169.583713
41545,1,6,3821.605975,955.4014937
41546,2,21,5712.092383,1428.023096
41547,1,5,1257.116183,1257.116183
41548,7,34,5320.315583,5320.315583
41550,1,2,1226.968375,1226.968375
41551,1,2,1250.948801,1250.948801
41552,1,2,1171.441903,1171.441903
41554,1,4,1238.823213,1238.823213
41555,1,9,434.3237067,434.3237067
41557,1,4,1232.862547,1232.862547
41558,1,4,1269.666509,1269.666509
41559,1,2,1263.354983,1263.354983
41560,1,3,1276.052101,1276.052101
41561,1,3,1282.513135,1282.513135
41571,3,107,9753.565445,9753.565445
41577,2,37,3206.358888,4516.562034
41578,1,7,674.7471454,674.7471454
41583,1,7,811.0022186,811.0022186
41602,3,26,3234.879722,3234.879722
41603,1,35,283.6133261,283.6133261
41628,1,35,283.6133261,283.6133261
41629,2,19,1171.372338,773.8985889
41632,1,1,289.0000637,289.0000637
41648,3,59,1749.241877,1749.241877
41650,4,67,3306.735356,3306.735356
41653,1,1,1244.851559,1244.851559
41657,1,1,876.1062486,876.1062486
41664,1,35,283.6133261,283.6133261
41667,1,35,283.6133261,283.6133261
41670,3,162,13759.19951,13759.19951
41676,1,1,997.1955897,997.1955897
41677,1,1,1080.496589,1080.496589
41678,3,21,3802.49183,3802.49183
41679,1,14,442.654218,442.654218
41681,2,4,1569.460304,1569.460304
41689,1,1,811.4182278,811.4182278
41690,1,1,965.8680379,965.8680379
41691,1,2,1089.293071,1089.293071
41692,3,105,19967.53925,19967.53925
41693,1,7,1251.642746,1251.642746
41694,1,3,729.1155368,729.1155368
41695,1,2,1910.032521,1910.032521
41696,5,23,5366.533997,3536.125181
41719,4,27,8404.094576,6942.6047
41728,2,13,3301.506594,3301.506594
41732,1,35,283.6133261,283.6133261
41739,1,12,1623.937954,1623.937954
41743,1,1,659.4355218,659.4355218
41754,1,20,1435.110382,1435.110382
41757,1,6,465.5154942,465.5154942
41766,10,137,53210.75598,39642.79761
41781,1,3,484.8430392,484.8430392
41786,1,12,576.7802912,576.7802912
41795,3,34,2526.161639,2526.161639
41803,40,337,32565.6322,19205.51722
41804,3,51,1518.723036,1518.723036
41808,1,5,690.6763804,690.6763804
41820,1,4,712.0314706,712.0314706
41822,4,85,14002.70262,14002.70262
41825,1,5,2746.027264,2746.027264
41828,1,1,1694.774114,1694.774114
41831,16,116,19480.94987,18115.23228
41840,1,5,2438.63626,2438.63626
41841,1,1,805.5217489,805.5217489
41850,2,17,4220.804773,4220.804773
41855,1,5,238.3307629,238.3307629
41856,1,7,296.1971566,296.1971566
41860,1,37,3407.136395,3407.136395
41863,3,292,24728.95841,24728.95841
41873,3,27,2291.371311,2291.371311
41874,1,14,442.654218,442.654218
41878,1,7,846.7623588,846.7623588
41880,3,27,2291.371311,2291.371311
41894,3,73,4320.249335,4320.249335
41895,1,8,549.6816826,549.6816826
41901,1,14,442.654218,442.654218
41904,3,83,9424.829644,9424.829644
41911,1,1,395.1374615,395.1374615
41913,2,3,9138.456034,5140.084559
41917,2,10,419.4794076,419.4794076
41919,1,13,2907.083598,2907.083598
41920,1,3,198.2092371,198.2092371
41925,3,31,5347.503693,5347.503693
41929,10,192,13353.93667,10266.63839
41943,2,34,1849.918625,1849.918625
41945,1,9,158.9401561,0
41947,4,17,1109.996896,1109.996896
41950,1,70,620.3462842,620.3462842
41953,1,1,281.5442889,281.5442889
41955,1,4,2519.204977,2519.204977
41958,1,85,6511.345101,6511.345101
41959,81,4517,208958.2273,143317.2792
41966,1,6,765.1471736,765.1471736
41967,2,27,967.1859166,0
41968,1,3,406.6113036,406.6113036
41973,1,4,830.2047665,415.1023832
41979,2,4,2940.868528,2940.868528
41980,2,17,1719.480829,1719.480829
41981,1,16,463.9462001,463.9462001
41984,1,3,1446.712663,1446.712663
41995,1,15,760.0023512,760.0023512
42003,1,11,1685.681516,1685.681516
42004,1,11,1685.681516,1685.681516
42008,1,7,595.8968681,595.8968681
42011,2,53,7941.249034,7941.249034
42013,1,6,1413.564071,1413.564071
42021,1,2,1442.812526,1442.812526
42031,5,91,3034.75843,3034.75843
42040,1,4,412.6162058,412.6162058
42046,7,81,15628.68093,13951.02338
42057,1,204,1396.474649,1396.474649
42073,1,2,1892.232756,1892.232756
42075,2,5,2126.837761,346.8264065
42076,1,8,545.7204752,545.7204752
42079,1,4,1181.442447,1181.442447
42086,3,23,2370.027475,2370.027475
42087,1,33,574.9384306,574.9384306
42089,1,151,3037.249417,3037.249417
42092,1,1,395.1374615,395.1374615
42096,4,146,3405.052548,3405.052548
42098,1,2,530.5185724,530.5185724
42110,1,2,472.1716058,472.1716058
42121,1,3,252.7605225,0
42129,3,68,8981.54516,8981.54516
42138,1,82,454.6330879,454.6330879
42148,4,31,14816.47693,11315.57564
42156,2,28,4350.537601,4161.284167
42158,2,37,764.3858657,764.3858657
42162,2,37,764.3858657,764.3858657
42168,2,33,5558.430764,519.7146607
42169,1,2,534.2071866,534.2071866
42172,4,30,5343.381456,3385.392312
42176,1,1,216.4714175,216.4714175
42178,2,36,1419.901076,768.0283075
42179,2,37,764.3858657,764.3858657
42180,1,34,4642.5608,4642.5608
42185,1,1,768.6224872,768.6224872
42186,1,16,739.79567,739.79567
42188,22,982,224090.7269,220627.5624
42194,12,337,34298.54963,27480.27254
42197,3,55,8634.655819,7778.459837
42198,1,4,756.6170357,756.6170357
42203,1,2,542.5990931,542.5990931
42205,2,37,764.3858657,764.3858657
42206,1,36,452.0078841,452.0078841
42209,1,3,483.062345,483.062345
42213,2,9,8021.994071,8021.994071
42214,1,58,1358.351116,1358.351116
42216,1,71,255.3848018,255.3848018
42221,11,56,8869.125624,5505.463419
42223,1,53,1751.704088,1751.704088
42226,1,2,1363.175384,1363.175384
42233,1,13,908.1652192,908.1652192
42246,2,31,2917.766996,2917.766996
42247,1,2,411.8518656,411.8518656
42248,4,31,13230.69706,13230.69706
42250,1,20,1435.110382,1435.110382
42272,1,6,578.4280963,578.4280963
42273,2,75,3497.869344,3497.869344
42275,1,2,648.5488961,648.5488961
42283,2,3,2608.202715,2608.202715
42292,1,5,605.0600763,605.0600763
42296,1,4,289.851994,289.851994
42305,1,11,616.3050785,616.3050785
42312,1,5,290.7146506,290.7146506
42315,2,15,3160.826567,3160.826567
42319,1,7,2039.332836,2039.332836
42320,1,18,3165.59612,3165.59612
42321,3,41,3942.095727,2719.310494
42323,1,6,1082.811496,1082.811496
42330,2,108,2954.920251,2954.920251
42342,2,13,1339.358697,1339.358697
42344,1,11,751.6044684,751.6044684
42347,1,4,605.8231451,605.8231451
42349,1,1,786.5678123,786.5678123
42350,1,6,1511.350773,1511.350773
42351,3,65,1587.54475,1587.54475
42359,1,4,647.235707,647.235707
42366,1,14,2585.912869,2585.912869
42367,2,2,1602.019236,1602.019236
42372,3,25,878.529174,878.529174
42391,2,22,6618.009488,6618.009488
42398,1,25,1391.017173,1391.017173
42409,1,2,173.1260094,173.1260094
42414,7,149,17803.40641,17803.40641
42422,5,236,16030.53581,16030.53581
42426,1,104,19697.89137,19697.89137
42427,1,12,12673.73998,12673.73998
42431,2,46,1398.947122,1398.947122
42433,1,4,474.4471351,474.4471351
42434,2,15,1745.705169,1745.705169
42437,1,210,2865.67634,2865.67634
42443,1,14,2585.912869,2585.912869
42444,1,8,1298.570866,1298.570866
42448,3,27,1576.497688,1576.497688
42465,2,16,5125.51119,5125.51119
42470,6,340,23017.96866,23017.96866
42478,4,57,1211.311248,1211.311248
42485,12,120,21227.97286,21227.97286
42493,2,20,2677.696594,2677.696594
42494,1,1,1484.33335,1484.33335
42495,1,41,1129.51749,1129.51749
42499,1,2,2086.436413,2086.436413
42505,1,10,1169.968842,1169.968842
42506,1,11,706.0477994,706.0477994
42511,1,2,512.635256,512.635256
42514,1,1,395.1374615,395.1374615
42523,1,5,1234.180056,1234.180056
42533,2,80,4834.0278,4834.0278
42539,6,104,4000.262792,4000.262792
42547,1,17,1106.964196,1106.964196
42549,1,21,1414.179754,1414.179754
42550,1,27,1283.564387,1283.564387
42551,1,7,1338.712037,1338.712037
42552,1,4,557.1893787,557.1893787
42553,1,7,1132.41251,1132.41251
42554,1,4,1289.429883,1289.429883
42556,1,14,1356.72746,1356.72746
42557,1,18,486.9571864,486.9571864
42564,1,10,1635.523757,1635.523757
42565,2,11,1754.027921,1754.027921
42576,6,226,4106.925431,4106.925431
42577,1,2,581.820644,581.820644
42581,2,20,1669.978912,1669.978912
42583,1,1,806.8568851,8.07E-14
42585,1,27,583.3819177,583.3819177
42590,1,2,343.685178,343.685178
42606,1,1,339.587779,339.587779
42611,1,36,452.0078841,452.0078841
42616,2,38,10162.73763,4849.287324
42620,1,2,3656.078497,0
42621,1,3,1280.118248,1280.118248
42639,1,9,786.5676077,786.5676077
42655,1,5,1364.100984,1364.100984
42656,1,35,516.8533371,516.8533371
42659,1,4,580.9681594,580.9681594
42662,1,27,583.3819177,583.3819177
42664,2,6,956.7391509,696.224005
42671,1,7,200.0862079,200.0862079
42678,1,1,339.587779,339.587779
42686,1,7,517.4429674,517.4429674
42689,4,12,3457.041738,2340.150074
42690,2,37,764.3858657,764.3858657
42693,1,12,709.7395273,709.7395273
42706,1,42,1009.788077,1009.788077
42708,1,1,507.2200555,507.2200555
42711,5,87,5590.254566,5590.254566
42717,1,1,443.7607966,443.7607966
42719,1,17,800.377648,800.377648
42726,2,37,650.6871058,650.6871058
42736,21,323,18601.89713,18097.66088
42738,3,359,3724.78833,3724.78833
42740,1,40,2245.836949,2245.836949
42744,1,3,1231.584006,1231.584006
42749,1,7,296.1971566,296.1971566
42750,1,1,724.1446947,724.1446947
42751,30,937,45713.0183,41501.46626
42752,1,7,296.1971566,296.1971566
42767,1,7,296.1971566,296.1971566
42769,1,14,620.4762601,620.4762601
42770,1,1,661.3852582,165.3463146
42771,1,1,242.2093345,242.2093345
42772,1,4,281.4614128,281.4614128
42776,4,61,2820.578807,2820.578807
42778,1,2,352.4683059,352.4683059
42779,1,1,1195.128716,1195.128716
42784,2,12,5657.444538,5657.444538
42786,1,1,231.743595,231.743595
42788,5,79,4053.751335,2324.089895
42790,6,114,4838.500856,2439.524341
42795,1,5,347.9827015,347.9827015
42796,3,16,1522.232564,1522.232564
42798,2,29,1404.844462,1404.844462
42803,1,70,620.3462842,620.3462842
42806,1,1,356.4902056,356.4902056
42809,2,20,797.2170182,797.2170182
42811,1,1,281.7866978,281.7866978
42812,1,5,490.8910379,490.8910379
42813,1,2,1031.682434,1031.682434
42814,1,46,1044.76545,261.1913626
42815,5,116,37476.52872,37476.52872
42818,1,1,1290.911049,1290.911049
42827,1,25,4926.336024,4926.336024
42831,2,150,12407.828,12407.828
42832,9,237,18932.01864,17780.78435
42839,1,2,5547.915145,0
42845,26,705,57225.83042,38323.84242
42846,2,7,3861.374046,3861.374046
42851,1,38,6597.620164,0
42854,1,2,239.1462786,239.1462786
42868,4,64,6492.772694,3399.214062
42871,1,1,1607.669744,1607.669744
42875,1,4,498.3856699,498.3856699
42876,1,2,907.3533041,907.3533041
42877,1,3,279.4192733,279.4192733
42880,3,8,5927.441565,2963.720782
42882,1,4,907.4122722,907.4122722
42884,1,9,882.1632589,882.1632589
42892,2,11,1304.200797,552.6901857
42902,6,102,8447.358894,8447.358894
42908,1,14,655.5463729,655.5463729
42911,1,10,2224.749157,2224.749157
42913,1,3,1178.017713,1178.017713
42922,1,3,1910.640522,1910.640522
42925,1,17,383.1167686,383.1167686
42928,1,17,2202.578975,2202.578975
42932,1,1,267.2174538,267.2174538
42941,15,1167,77647.79402,25614.28371
42944,1,38,6597.620164,0
42956,1,3,1443.289813,1443.289813
42960,7,144,7576.296216,7576.296216
42961,1,2,198.1021723,198.1021723
42962,3,44,3827.515941,3827.515941
42965,2,6,2123.60549,2123.60549
42967,1,1,535.721237,535.721237
42969,4,181,8758.249062,8758.249062
42974,3,16,7042.70655,5804.95103
42983,1,1,1269.648526,1269.648526
42991,1,1,1655.712658,1655.712658
42995,1,1,897.1589408,897.1589408
42997,2,25,5764.370305,5764.370305
43006,1,2,455.3617945,455.3617945
43009,1,46,1044.76545,261.1913626
43031,1,4,1010.441615,1010.441615
43035,1,2,1061.351417,1061.351417
43047,1,12,114.3377461,0
43063,6,111,11171.8336,11171.8336
43072,1,32,2779.542074,2779.542074
43073,1,12,510.8158228,510.8158228
43075,1,17,2655.448471,2655.448471
43078,1,9,302.5419297,302.5419297
43094,1,4,247.073293,247.073293
43100,1,25,420.9465329,420.9465329
43113,1,37,1396.551509,1396.551509
43123,2,37,3343.759649,3343.759649
43125,1,4,281.4614128,281.4614128
43126,1,1,577.1370855,577.1370855
43127,1,4,281.4614128,281.4614128
43131,1,30,679.4168917,679.4168917
43134,1,6,296.212474,296.212474
43143,1,8,1290.822159,1290.822159
43147,1,3,280.8594797,280.8594797
43154,1,13,774.2263223,774.2263223
43158,1,35,1988.129292,1988.129292
43160,1,35,1988.129292,1988.129292
43164,1,1,494.2471184,494.2471184
43165,8,532,40125.52141,24532.59394
43166,7,274,36735.77129,21142.84382
43168,1,121,13374.48366,13374.48366
43169,1,200,4160.379052,4160.379052
43171,1,121,13374.48366,13374.48366
43172,4,248,35322.48107,19729.55361
43174,1,6,518.3497482,518.3497482
43176,1,200,4160.379052,4160.379052
43182,1,3,915.2725598,915.2725598
43189,1,8,863.3007009,863.3007009
43199,2,8,1718.821315,1718.821315
43200,2,104,951.5556358,951.5556358
43216,1,6,556.3583728,556.3583728
43217,1,14,845.2520859,845.2520859
43219,6,29,8867.489442,8867.489442
43223,5,232,3449.053417,3449.053417
43225,4,145,13713.73774,13713.73774
43230,1,64,2226.169853,2226.169853
43236,1,4,1354.560805,1354.560805
43243,1,1,113.4154317,113.4154317
43252,1,5,538.6091081,538.6091081
43254,1,1,334.6402155,334.6402155
43257,1,1,285.8697778,285.8697778
43269,17,88,13164.58108,12171.99527
43270,1,1,2516.116532,2516.116532
43271,1,1,786.0467487,786.0467487
43284,1,1,338.2856094,338.2856094
43287,1,1,4792.988743,4792.988743
43293,1,5,904.8233628,904.8233628
43299,3,145,13013.64782,13013.64782
43300,1,10,6883.889056,0
43302,6,143,4062.256885,4062.256885
43304,1,40,2245.783313,2245.783313
43309,2,18,5261.535092,5261.535092
43310,1,55,2433.070985,2433.070985
43311,1,200,4160.379052,4160.379052
43313,1,30,462.8230911,462.8230911
43314,1,1,464.434157,464.434157
43319,1,8,949.9780923,9.50E-14
43345,1,36,5571.955466,0
43349,13,240,25091.70337,18876.62751
43364,3,24,3293.535532,3293.535532
43365,1,1,289.6748713,289.6748713
43369,1,8,676.6873176,676.6873176
43378,1,12,2968.119419,2968.119419
43379,1,11,1539.298829,1539.298829
43382,1,1,294.6317345,294.6317345
43385,1,6,283.5131116,283.5131116
43386,7,128,3680.836887,3452.288467
43393,1,12,575.9137957,575.9137957
43398,1,4,240.9589419,240.9589419
43406,1,1,311.8523018,311.8523018
43411,1,6,428.2830035,428.2830035
43419,3,103,6895.668159,6895.668159
43427,1,71,5672.5239,5672.5239
43436,2,6,1785.589747,938.9949095
43441,1,1,480.7672297,480.7672297
43450,1,24,4272.47031,0
43451,10,106,19680.45784,14301.95614
43454,4,51,18708.72016,18708.72016
43459,1,1,281.2413053,281.2413053
43474,2,7,6095.559077,2530.62541
43475,1,6,751.2910088,751.2910088
43503,1,6,531.2088239,531.2088239
43505,1,1,152.6013296,152.6013296
43506,1,12,1677.532876,1677.532876
43513,2,74,9563.733814,5374.811063
43515,1,13,120.8241605,0
43522,1,53,1558.825021,1558.825021
43524,1,3,2049.374878,2049.374878
43527,1,20,759.1761889,759.1761889
43528,1,37,520.3718342,520.3718342
43532,1,1,958.2571111,958.2571111
43547,3,18,7507.904593,7507.904593
43551,1,2,300.1612212,300.1612212
43552,1,3,4692.964837,0
43555,1,2,202.8665229,202.8665229
43558,1,5,1184.693237,1184.693237
43573,1,22,1883.256138,1883.256138
43576,1,7,625.8658339,625.8658339
43581,15,684,71490.54826,57346.70883
43588,1,12,6138.955034,6138.955034
43589,1,52,3263.379741,3263.379741
43591,1,99,4407.378083,4407.378083
43593,1,2,468.2500523,468.2500523
43594,3,27,8643.623965,5309.477528
43595,3,31,2070.00705,2070.00705
43597,1,37,1776.358934,1776.358934
43611,3,435,8434.571119,8434.571119
43621,43,1585,118811.3715,118270.6182
43624,1,34,703.992624,703.992624
43630,1,3,887.674751,887.674751
43643,1,34,2382.903176,2382.903176
43644,14,89,7944.373659,7238.618329
43646,1,10,10697.64646,0
43648,3,279,12234.92678,12234.92678
43649,1,7,1528.157414,1528.157414
43655,4,13,4837.083605,4133.027408
43659,1,6,538.779595,538.779595
43662,3,78,3343.211881,614.52268
43669,8,97,4940.128143,4522.564055
43670,1,83,8079.319187,8079.319187
43673,1,33,462.2889617,462.2889617
43679,2,3,1733.830632,1733.830632
43681,1,1,1842.215074,1842.215074
43688,1,3,694.8273667,694.8273667
43694,3,39,7841.949499,3944.829398
43698,8,243,4402.6853,4402.6853
43700,5,27,10975.49479,10613.18958
43706,2,47,4493.27985,4493.27985
43709,6,54,16058.68149,16058.68149
43717,1,8,808.8519687,808.8519687
43726,1,10,630.227282,630.227282
43730,5,13,4331.314349,4331.314349
43736,1,1,780.0842985,780.0842985
43743,1,135,852.8838818,852.8838818
43744,1,4,573.5486594,573.5486594
43746,1,135,852.8838818,852.8838818
43749,1,135,852.8838818,852.8838818
43751,1,5,757.3974972,757.3974972
43754,1,2,2309.541048,2309.541048
43755,1,33,819.738394,819.738394
43757,9,143,9446.731782,9446.731782
43764,1,5,5168.547717,5168.547717
43771,1,17,1788.795558,1788.795558
43772,1,5,1364.100984,1364.100984
43778,20,334,29243.13747,27789.78277
43781,1,27,6076.622545,6076.622545
43785,2,16,2432.642071,2432.642071
43790,1,4,1582.415879,1582.415879
43793,1,12,1431.616424,1431.616424
43800,1,4,1004.796019,1.00E-13
43803,4,149,1606.404139,1606.404139
43808,1,4,1840.647489,1840.647489
43816,5,94,1629.765663,1293.968026
43828,1,5,1059.212464,1059.212464
43839,1,31,669.6836711,669.6836711
43841,9,156,17935.90303,17935.90303
43847,6,102,6853.25779,6853.25779
43851,1,33,240.6016193,240.6016193
43864,1,1,377.2270515,377.2270515
43867,10,365,59363.14285,59363.14285
43869,1,1,607.6104318,607.6104318
43872,1,18,1341.75679,1341.75679
43873,1,8,762.9008837,762.9008837
43878,1,7,2193.831709,2193.831709
43882,4,460,35558.40356,35558.40356
43883,4,460,35558.40356,35558.40356
43884,2,150,12407.828,12407.828
43886,3,151,12639.96409,12639.96409
43889,2,150,12407.828,12407.828
43890,2,150,12407.828,12407.828
43891,4,219,16463.49077,16463.49077
43893,2,30,1012.708719,1012.708719
43895,2,150,12407.828,12407.828
43896,4,460,35558.40356,35558.40356
43900,1,2,186.5617692,186.5617692
43904,1,2,333.9732032,333.9732032
43905,2,150,12407.828,12407.828
43911,3,155,13823.78402,13823.78402
43915,1,6,771.1319101,771.1319101
43918,2,150,12407.828,12407.828
43920,1,14,2385.002507,2385.002507
43921,1,35,859.8306652,859.8306652
43926,2,200,13656.33743,13656.33743
43929,1,10,559.4684994,559.4684994
43931,1,2,676.6424661,6.77E-14
43937,1,16,1347.083913,1347.083913
43942,1,28,1351.730386,1351.730386
43943,4,166,16519.37847,16519.37847
43947,3,158,14251.32209,12407.828
43948,1,256,17179.39709,17179.39709
43949,1,256,17179.39709,17179.39709
43950,1,3,1283.875258,1283.875258
43953,1,256,17179.39709,17179.39709
43957,4,63,6697.357,6697.357
43966,2,150,12407.828,12407.828
43967,2,13,578.3607017,578.3607017
43972,1,3,475.0200236,475.0200236
43976,2,257,17674.27449,17674.27449
43977,1,256,17179.39709,17179.39709
43978,2,150,12407.828,12407.828
43981,2,7,5262.875443,5262.875443
44015,1,30,474.9499929,474.9499929
44024,1,1,596.2285909,596.2285909
44025,1,23,475.5189089,475.5189089
44029,1,2,476.0894175,476.0894175
44033,1,30,7438.897149,7438.897149
44034,1,16,454.3249172,454.3249172
44038,1,13,561.9792065,561.9792065
44039,1,28,7807.825469,7807.825469
44042,13,312,27089.95833,15457.59588
44048,2,19,3386.99615,3386.99615
44054,1,27,582.7823489,0
44056,1,2,524.8445143,524.8445143
44070,1,1,1621.774678,0
44071,1,10,2441.486123,0
44073,4,16,1272.170512,1272.170512
44074,1,11,718.5684415,718.5684415
44111,3,5,1368.159453,1029.248906
44112,1,7,615.2637293,615.2637293
44117,1,16,643.7486478,643.7486478
44118,1,3,1505.897808,1505.897808
44126,8,131,16629.24757,16629.24757
44132,1,9,349.7563487,349.7563487
44135,2,13,2584.668292,679.5745721
44141,1,2,489.0582135,489.0582135
44142,1,1,559.6998723,559.6998723
44145,1,1,368.9373916,368.9373916
44149,1,1,726.1244201,726.1244201
44150,1,18,1328.647033,1328.647033
44151,3,35,4639.657047,2174.472536
44156,1,9,682.048593,682.048593
44159,1,25,4926.336024,4926.336024
44162,1,4,482.0228737,482.0228737
44172,1,14,280.8665743,280.8665743
44182,3,102,13394.18286,13394.18286
44183,1,40,7038.504407,7038.504407
44186,1,10,223.8608065,223.8608065
44191,1,20,460.1667447,460.1667447
44199,1,2,544.154562,544.154562
44201,1,13,460.6951659,460.6951659
44206,1,17,1246.410303,1246.410303
44211,1,1,172.1494512,172.1494512
44214,1,26,1703.471723,1703.471723
44222,1,3,1079.137236,1079.137236
44223,1,12,5922.038556,0
44228,1,82,5107.465311,5107.465311
44230,1,25,4926.336024,4926.336024
44231,1,3,663.1599849,663.1599849
44234,1,82,5107.465311,5107.465311
44246,3,17,6705.89897,6705.89897
44252,3,86,9147.999484,9147.999484
44255,1,27,458.58993,458.58993
44257,1,3,626.8846675,626.8846675
44267,1,65,3611.918617,3611.918617
44273,1,1,273.980497,0
44274,1,27,6076.622545,6076.622545
44275,3,40,10010.19867,8864.858351
44278,2,40,7638.781315,7638.781315
44283,1,2,471.6066946,471.6066946
44288,3,96,9638.607313,9638.607313
44289,1,8,739.3768714,739.3768714
44291,1,12,426.7769844,426.7769844
44297,1,63,1714.019561,1714.019561
44303,1,27,6076.622545,6076.622545
44304,2,4,1472.684932,1472.684932
44316,1,9,459.1141326,459.1141326
44318,6,69,71482.92681,21560.14841
44323,2,34,8633.127864,6715.748875
